rnd,pick,team,player,pos,school,state,bonus
35,1052,Indians,Armani Smith,OF,"De La Salle HS, Concord, Calif.",CA,Pool
35,1053,Twins,Austin Tribby,LHP,Missouri,MO,
35,1054,Nationals,Tristan Bayless,LHP,Hutto (Texas) HS,TX,Pool
35,1055,Giants,Sidney Duprey,LHP,Kaskaskia (Ill.) JC,IL,
35,1056,Angels,Sean Isaac,RHP,Vanguard (Calif.),CA,
35,1057,Astros,Nick Slaughter,C,Klein (Texas) HS,TX,Pool
35,1058,Yankees,Zack Hess,RHP,"Liberty Christian Academy, Lynchburg, Va.",VA,Pool
35,1059,Rangers,Jean Casanova,RHP,Waukegan (Ill.) HS,IL,
35,1060,Mets,Andrew Harbin,RHP,"Allatoona HS, Acworth, Ga.",GA,Pool
35,1061,Dodgers,Nick Yarnall,OF,Pittsburgh,PA,"$75,000 "
35,1062,Blue Jays,Jared Carkuff,RHP,Austin Peay State,TN,
35,1063,Royals,M.J. Sanchez,C,California Baptist,CA,
35,1064,Cubs,Ryan Kreidler,3B,Davis (Calif.) HS,CA,Pool
35,1065,Pirates,Pasquale Mazzoccoli,RHP,Texas State,TX,
35,1066,Cardinals,Jackson Lamb,RHP,Michigan,MI,Pool
36,1067,Phillies,Mac Sceroler,RHP,Southeastern Louisiana,LA,Pool
36,1068,Reds,Ty Blankmeyer,2B,St. John's,NY,
36,1069,Braves,Andres Perez,C,"Pinecrest Academy, Cumming, Ga.",GA,Pool
36,1070,Rockies,Trevor Edior,OF,Carson (Calif.) HS,CA,Pool
36,1071,Brewers,Parker Bean,RHP,Liberty,VA,
36,1072,Athletics,Brady Schanuel,RHP,Parkland (Ill.) JC,IL,Pool
36,1073,Marlins,Matt Popowitz,C,Suffern (N.Y.) HS,NY,Pool
36,1074,Padres,Quinn Hoffman,SS,"Cathedral Catholic HS, San Diego",CA,Pool
36,1075,Tigers,Drew Mendoza,3B,"Lake Minneola HS, Minneola, Fla.",FL,Pool
36,1076,White Sox,Reese Cooley,OF,Chipola (Fla.) JC,FL,Pool
36,1077,Mariners,Joe Venturino,2B,Ramapo (N.J.),NJ,
36,1078,Red Sox,Jordan Wren,OF,Georgia Southern,GA,Pool
36,1079,Diamondbacks,Rob Galligan,LHP,Maryland,MD,
36,1080,Rays,Anthony Parente,RHP,Fullerton (Calif.) JC,CA,
36,1081,Orioles,Ben Brecht,LHP,"New Trier HS, Winnetka, Ill.",IL,Pool
36,1082,Indians,Andrew Baker,LHP,"Ridge Community HS, Davenport, Fla.",FL,Pool
36,1083,Twins,Patrick McGuff,RHP,Morehead State,KY,
36,1084,Nationals,Jordan McFarland,OF,Waterloo (Ill.) HS,IL,Pool
36,1085,Giants,Ryan Matranga,C,San Francisco,CA,
36,1086,Angels,Jose Rojas,SS,Vanguard (Calif.),CA,
36,1087,Astros,Ian Hardman,RHP,Seminole State (Okla.) JC,OK,
36,1088,Yankees,Tyler Honahan,LHP,Stony Brook,NY,
36,1089,Rangers,Herbie Good,RHP,"Puyallup, Wash. (no school)",WA,Pool
36,1090,Mets,Garrison Bryant,RHP,Clearwater (Fla.) HS,FL,"$100,000 "
36,1091,Dodgers,Cal Stevenson,OF,Chabot (Calif.) JC,CA,Pool
36,1092,Blue Jays,Dustin Skelton,C,"Magnolia Heights HS, Senatobia, Miss.",MS,Pool
36,1093,Royals,Alex Massey,RHP,Tulane,LA,
36,1094,Cubs,Jake Slaughter,SS,"Ouachita Christian HS, Monroe, La.",LA,Pool
36,1095,Pirates,Dustin Williams,1B,Oklahoma State,OK,Pool
36,1096,Cardinals,Robbie Gordon,RHP,Maryville (Mo.),MO,
37,1097,Phillies,James Ziemba,LHP,Duke,NC,Pool
37,1098,Reds,Alec Benavides,LHP,"Alexander HS, Laredo, Texas",TX,Pool
37,1099,Braves,Zac Kristofak,RHP,"Walton HS, Marietta, Ga.",GA,Pool
37,1100,Rockies,Troy Bacon,RHP,Santa Fe (Fla.) JC,FL,Pool
37,1101,Brewers,Jomar Cortes,SS,"Beltran Baseball Academy, Florida, P.R.",PR,
37,1102,Athletics,Michael Farley,OF,Chico (Calif.) HS,CA,Pool
37,1103,Marlins,Zach Daly,OF,Lander (S.C.),SC,
37,1104,Padres,Ryan Rolison,LHP,"University School, Jackson, Tenn.",TN,Pool
37,1105,Tigers,David Fleita,2B,"Maine South HS, Park Ridge, Ill.",IL,Pool
37,1106,White Sox,Leo Kaplan,OF,"Harvard-Westlake HS, Los Angeles",CA,Pool
37,1107,Mariners,Eli Wilson,C,"Garfield HS, Seattle",WA,Pool
37,1108,Red Sox,Carter Aldrete,SS,Monterey (Calif.) HS,CA,Pool
37,1109,Diamondbacks,Welby Malczewski,LHP,Heartland (Ill.) CC,IL,Pool
37,1110,Rays,Ryan Zeferjahn,RHP,"Seaman HS, Topeka, Kan.",KS,Pool
37,1111,Orioles,James Teague,RHP,Arkansas,AR,
37,1112,Indians,Mike Amditis,C,Boca Raton (Fla.) HS,FL,Pool
37,1113,Twins,Danny Mayer,OF,Pacific,CA,Pool
37,1114,Nationals,Cory Voss,C,McLennan (Texas) CC,TX,Pool
37,1115,Giants,Chris Bono,OF,UCLA,CA,
37,1116,Angels,John Schuknecht,OF,Cal Poly,CA,
37,1117,Astros,Anthony DeFrancesco,3B,"Red Mountain HS, Mesa, Ariz.",AZ,Pool
37,1118,Yankees,Corey Dempster,OF,Southern California,CA,Pool
37,1119,Rangers,Austin O'Banion,OF,Fullerton (Calif.) JC,CA,
37,1120,Mets,Branden Fryman,SS,"Tate HS, Cantonment, Fla.",FL,Pool
37,1121,Dodgers,Enrique Zamora,RHP,Calumet College of St. Joseph (Ind.),IN,Pool
37,1122,Blue Jays,Luke Gillingham,LHP,Navy,MD,
37,1123,Royals,Justin Camp,RHP,Auburn,AL,
37,1124,Cubs,Davis Moore,RHP,"Los Osos HS, Rancho Cucamonga, Calif.",CA,Pool
37,1125,Pirates,Colin Brockhouse,RHP,Ball State,IN,Pool
37,1126,Cardinals,Andy Young,3B,Indiana State,IN,
38,1127,Phillies,Trevor Hillhouse,LHP,Woodstock (Ga.) HS,GA,Pool
38,1128,Reds,John Wilson,LHP,"North Hunterdon HS, Annandale, N.J.",NJ,Pool
38,1129,Braves,Dayton Tripp,RHP,Rend Lake (Ill.) JC,IL,Pool
38,1130,Rockies,Quin Cotton,OF,"Regis Jesuit HS, Aurora, Colo.",CO,Pool
38,1131,Brewers,Caleb Whalen,OF,Portland,OR,
38,1132,Athletics,Matthew Fraizer,OF,"Clovis North HS, Fresno",CA,Pool
38,1133,Marlins,Dustin Demeter,3B,"Dos Pueblos HS, Goleta, Calif.",CA,Pool
38,1134,Padres,William Solomon,LHP,Georgia-Gwinnett,GA,Pool
38,1135,Tigers,Josh Smith,SS,"Catholic HS, Baton Rouge",LA,Pool
38,1136,White Sox,Tyler Gordon,C,"Simeon Career Academy, Chicago",IL,Pool
38,1137,Mariners,James Reilly,RHP,"Magnus HS, Bardonia, N.Y.",NY,Pool
38,1138,Red Sox,Austin Bergner,RHP,Windermere (Fla.) Prep HS,FL,Pool
38,1139,Diamondbacks,Nelson Mompierre,C,Miami-Dade JC,FL,Pool
38,1140,Rays,Brian McAfee,RHP,Duke,NC,
38,1141,Orioles,Collin Woody,3B,UNC Greensboro,NC,
38,1142,Indians,Jake DeVries,LHP,Air Force,CO,Pool
38,1143,Twins,Brent Rooker,OF,Mississippi State,MS,Pool
38,1144,Nationals,Noah Murdock,RHP,Colonial Heights (Va.) HS,VA,Pool
38,1145,Giants,David Lee,RHP,Santa Fe (Fla.) JC,FL,Pool
38,1146,Angels,Tyler Bates,OF,East Texas Baptist,TX,
38,1147,Astros,Chaz Pal,OF,South Carolina-Aiken,SC,
38,1148,Yankees,Sam Ferri,C,"Notre Dame College Prep, Niles, Ill.",IL,Pool
38,1149,Rangers,Reilly Peltier,RHP,McHenry County (Ill.) JC,IL,
38,1150,Mets,Jaylon McLaughlin,SS,Santa Monica (Calif.) HS,CA,Pool
38,1151,Dodgers,Kevin Malisheski,RHP,Wauconda (Ill.) HS,IL,"$248,500 "
38,1152,Blue Jays,Alex Segal,LHP,"Chapparal HS, Scottsdale, Ariz.",AZ,Pool
38,1153,Royals,Joey Fregosi,SS,"Murrieta Valley HS, Murrieta, Calif.",CA,Pool
38,1154,Cubs,Tolly Filotei,OF,Faulkner State (Ala.) CC,AL,
38,1155,Pirates,Aaron Maher,OF,East Tennessee State,TN,Pool
38,1156,Cardinals,Robert Calvano,RHP,Nebraska-Omaha,NE,
39,1157,Phillies,Dante Baldelli,OF,"Bishop Hendricken HS, Warwick, R.I.",RI,Pool
39,1158,Reds,Otis Statum,OF,"Bishop O'Dowd HS, Oakland",CA,Pool
39,1159,Braves,Parker Danciu,LHP,Marshall,WV,"$75,000 "
39,1160,Rockies,Cuba Bess,C,Fruita (Colo.) Monument HS,CO,Pool
39,1161,Brewers,Jose Gomez,OF,St. Thomas (Fla.),FL,
39,1162,Athletics,Shane Martinez,SS,"North HS, Riverside, Calif.",CA,Pool
39,1163,Marlins,Caleb Scires,OF,Fairfield (Texas) HS,TX,Pool
39,1164,Padres,J.J. Bleday,OF,"Mosley HS, Lynn Haven, Fla.",FL,Pool
39,1165,Tigers,Garrett Milchin,RHP,"The First Academy, Orlando",FL,Pool
39,1166,White Sox,Justin Lavey,SS,"Tremper HS, Kenosha, Wis.",WI,Pool
39,1167,Mariners,Camyrn Williams,SS,"Gaither HS, Tampa",FL,Pool
39,1168,Red Sox,Jake Wilson,OF,"Nottawasaga Pines SS, Angus, Ont.",ON,Pool
39,1169,Diamondbacks,Jacob Olson,2B,West Georgia Tech JC,GA,Pool
39,1170,Rays,Joshua Martinez,OF,"Caguas Military Academy, Gurabo, P.R.",PR,Pool
39,1171,Orioles,Seth Shuman,RHP,Valdosta (Ga.) HS,GA,Pool
39,1172,Indians,Pedro Alfonseca,OF,North Kansas City (Mo.) HS,MO,Pool
39,1173,Twins,Casey Scoggins,OF,Tampa,FL,
39,1174,Nationals,Matt Mervis,1B,"Georgetown Prep HS, North Bethesda, Md.",MD,Pool
39,1175,Giants,Andrew DiPiazza,RHP,Mercer County (N.J.) CC,NJ,Pool
39,1176,Angels,Richard Fecteau,2B,Salem State (Mass.),MA,
39,1177,Astros,Tyler Wolfe,2B,Kansas State,KS,
39,1178,Yankees,Brian Keller,RHP,Wisconsin-Milwaukee,WI,
39,1179,Rangers,Tyler Walsh,SS,Belmont,TN,Pool
39,1180,Mets,Jordan Hand,C,JC of Southern Nevada,NV,Pool
39,1181,Dodgers,Ryan Watson,RHP,Auburn (Ala.) HS,AL,Pool
39,1182,Blue Jays,Chavez Young,OF,"Faith Baptist Christian Academy, Ludowici, Ga.",GA,"$200,000 "
39,1183,Royals,Chase Livingston,C,Rhode Island,RI,
39,1184,Cubs,Anthony Block,LHP,"Newport HS, Bellevue, Wash.",WA,Pool
39,1185,Pirates,Harrison Wenson,C,Michigan,MI,Pool
39,1186,Cardinals,Aaron Bond,OF,San Jacinto (Texas) JC,TX,Pool
40,1187,Phillies,Trey Morris,RHP,"Taylor HS, Katy, Texas",TX,Pool
40,1188,Reds,Michael Bienlien,RHP,"Great Bridge HS, Chesapeake, Va.",VA,Pool
40,1189,Braves,Dylan Beasley,RHP,Rome (Ga.) HS,GA,Pool
40,1190,Rockies,Luca Dalatri,RHP,"Christian Brothers Academy, Lincroft, N.J.",NJ,Pool
40,1191,Brewers,Kyle Serrano,RHP,Tennessee,TN,Pool
40,1192,Athletics,Brett Bittiger,2B,Pace (N.Y.),NY,
40,1193,Marlins,Evan Douglas,2B,Spokane Falls (Wash.) CC,WA,Pool
40,1194,Padres,Chris Burica,LHP,Orange (Calif.) Lutheran HS,CA,Pool
40,1195,Tigers,Dalton Feeney,RHP,"Century HS, Bismarck, N.D.",ND,Pool
40,1196,White Sox,Drew Puglielli,3B,"Gulf Coast HS, Naples, Fla.",FL,Pool
40,1197,Mariners,Adley Rutschman,C,Sherwood (Ore.) HS,OR,Pool
40,1198,Red Sox,Carter Henry,RHP,"Port Neches-Groves HS, Port Neches, Texas",TX,Pool
40,1199,Diamondbacks,Jordan Wiley,OF,"Richland HS, North Richland Hills, Texas",TX,Pool
40,1200,Rays,Andrew Daschbach,3B,"Sacred Heart Prep, Atherton, Calif.",CA,Pool
40,1201,Orioles,Joe Johnson,RHP,Erskine (S.C.),SC,
40,1202,Indians,Danny Sinatro,OF,"Skyline HS, Sammamish, Wash.",WA,Pool
40,1203,Twins,T.J. Collett,C,"North Vigo HS, Terre Haute, Ind.",IN,Pool
40,1204,Nationals,Sean Cook,RHP,"Whitman HS, Bethesda, Md.",MD,Pool
40,1205,Giants,Nick Bennett,LHP,"Moeller HS, Cincinnati",OH,Pool
40,1206,Angels,Brad Anderson,1B,Pepperdine,CA,
40,1207,Astros,Lucas Williams,RHP,Central Missouri,MO,
40,1208,Yankees,Nate Brown,RHP,"Arrowhead Union HS, Hartland, Wis.",WI,Pool
40,1209,Rangers,Brent Burgess,C,Spartanburg Methodist (S.C.) JC,SC,Pool
40,1210,Mets,Michael Chambers,C,"John Paul II HS, Plano, Texas",TX,Pool
40,1211,Dodgers,Zach Taglieri,RHP,Port St. Lucie (Fla.) HS,FL,Pool
40,1212,Blue Jays,Carter Loewen,RHP,"Yale SS, Abbotsford, B.C.",BC,Pool
40,1213,Royals,Taylor Kaczmarek,RHP,San Diego,CA,
40,1214,Cubs,D.J. Roberts,RHP,"Atlantic Coast HS, Jacksonville",FL,Pool
40,1215,Pirates,Bret Boswell,SS,Texas,TX,Pool
40,1216,Cardinals,Jeremy Ydens,OF,"St. Francis HS, Mountain View, Calif.",CA,Pool
